Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Year Built,Full Bath,Year Remod/Add,TotRms AbvGrd,Lot Area,Neighborhood,House Style,Exterior 1st,SalePrice
8,1601,2.0,670.0,1581.0,1601,2001,2,2002,6,11423,CollgCr,1Story,VinylSd,272000
7,1829,2.0,613.0,941.0,941,2003,2,2003,7,9548,CollgCr,2Story,VinylSd,237000
7,2098,2.0,621.0,1040.0,1044,1997,2,1997,9,9375,CollgCr,2Story,VinylSd,240000
7,1661,2.0,598.0,1649.0,1661,1998,2,1998,6,12137,CollgCr,1Story,VinylSd,224900
6,848,2.0,420.0,848.0,848,2003,1,2003,4,4435,CollgCr,1Story,VinylSd,143750
6,848,2.0,420.0,848.0,848,2004,1,2004,3,4426,CollgCr,1Story,VinylSd,143000
8,1668,2.0,502.0,1657.0,1668,2003,2,2003,8,10635,CollgCr,1Story,VinylSd,232000
7,1484,2.0,606.0,1473.0,1484,2004,2,2005,7,8400,CollgCr,1Story,VinylSd,213000
7,1414,2.0,494.0,1414.0,1414,2004,2,2004,6,8773,CollgCr,1Story,VinylSd,185500
3,640,1.0,240.0,0.0,640,1945,1,2007,5,8777,Edwards,1Story,VinylSd,84900
5,992,1.0,319.0,381.0,992,1954,1,1954,6,8842,Edwards,1Story,VinylSd,155891
5,1664,0.0,0.0,0.0,1664,1965,2,1965,8,9825,Edwards,1Story,AsphShn,100000
5,1196,1.0,336.0,1196.0,1196,1968,1,1968,6,10044,Edwards,1Story,MetalSd,144000
4,1120,2.0,480.0,744.0,792,1948,1,1950,5,11792,Edwards,1.5Fin,VinylSd,64000
6,1096,1.0,352.0,1008.0,1096,1975,1,1975,5,6305,Edwards,SLvl,Plywood,125200
6,1117,2.0,672.0,1029.0,1117,1976,1,1976,6,7819,Edwards,SLvl,Plywood,107000
4,960,0.0,0.0,960.0,960,1958,1,1958,5,6410,Edwards,1Story,WdShing,90000
4,1121,2.0,440.0,1121.0,1121,2003,2,2004,5,8546,Edwards,1Story,VinylSd,140000
6,1487,1.0,220.0,735.0,798,1945,1,1950,7,8741,Edwards,1.5Fin,VinylSd,113000
4,924,1.0,280.0,672.0,672,1941,1,1950,5,12180,Edwards,1.5Fin,MetalSd,80000
5,1526,1.0,364.0,1216.0,1526,1957,1,2002,7,8562,Edwards,1Story,HdBoard,144500
5,1296,1.0,260.0,1107.0,1296,1924,2,1999,5,4853,SWISU,1Story,MetalSd,104000
6,1647,1.0,216.0,806.0,841,1915,1,1950,6,6858,SWISU,2Story,Wd Sdng,128000
3,864,1.0,200.0,864.0,864,1914,1,1950,5,8212,Edwards,1Story,Stucco,58500
5,1691,1.0,308.0,1026.0,1026,1924,2,1950,6,5000,SWISU,1.5Fin,BrkFace,127000
6,856,2.0,399.0,856.0,856,1939,1,1950,4,7890,SWISU,1Story,Wd Sdng,126000
4,2650,0.0,0.0,0.0,862,1967,3,1967,10,7200,SWISU,2Story,Plywood,160000
5,1666,0.0,0.0,894.0,894,1931,1,1950,7,9839,SWISU,1.5Fin,VinylSd,100000
6,2447,1.0,336.0,804.0,1699,1919,2,1990,10,9638,SWISU,1.5Fin,Wd Sdng,169000
7,2133,1.0,312.0,1528.0,1225,1941,1,1985,8,10452,Crawfor,1.5Fin,Wd Sdng,257500
5,2177,2.0,484.0,1032.0,1102,1950,2,1991,11,15600,Crawfor,2Story,VinylSd,215000
7,2340,1.0,252.0,1152.0,1188,1941,2,2006,9,9042,Crawfor,2Story,CemntBd,266500
7,1902,2.0,567.0,1902.0,1902,1959,2,2002,7,17500,Crawfor,1Story,BrkFace,335000
7,1652,2.0,473.0,423.0,896,1994,2,2007,6,19645,Crawfor,SLvl,VinylSd,203135
8,1034,2.0,598.0,982.0,1034,1989,1,1989,4,3907,Blueste,1Story,HdBoard,185000
8,1191,2.0,531.0,1191.0,1191,1989,2,1989,5,3907,Blueste,1Story,HdBoard,162500
7,1801,2.0,484.0,1501.0,1801,1959,2,1997,6,15602,Crawfor,1Story,BrkFace,289000
4,1154,1.0,240.0,796.0,796,1922,1,2007,7,5436,IDOTRR,1.5Fin,VinylSd,125500
2,540,1.0,200.0,480.0,540,1941,1,1950,4,8154,IDOTRR,1Story,Wd Sdng,82000
6,1107,1.0,625.0,629.0,727,1921,1,1975,5,9140,IDOTRR,1.5Fin,Wd Sdng,110000
4,1128,2.0,528.0,698.0,698,1920,1,1950,6,7500,IDOTRR,1.5Fin,MetalSd,68400
4,1178,1.0,384.0,859.0,859,1900,1,1950,7,8712,IDOTRR,1.5Fin,MetalSd,102776
5,1044,2.0,504.0,540.0,1044,1952,1,1952,4,8712,IDOTRR,1Story,Wd Sdng,55993
4,952,1.0,330.0,756.0,952,1896,1,1950,5,8712,IDOTRR,1Story,Wd Sdng,50138
8,1646,2.0,525.0,1594.0,1646,2004,2,2005,5,3811,Crawfor,1Story,CemntBd,246000
8,1916,3.0,741.0,1049.0,1036,1998,2,1999,8,11050,Mitchel,2Story,VinylSd,254900
6,1285,2.0,473.0,1243.0,1285,1977,2,1977,6,9620,Mitchel,SLvl,Plywood,190000
7,1560,2.0,573.0,1560.0,1560,2003,2,2003,7,9196,Mitchel,1Story,VinylSd,201000
6,1034,3.0,888.0,1012.0,1034,1976,1,1976,6,12328,Mitchel,SLvl,HdBoard,169900
6,2048,2.0,776.0,1958.0,2048,1976,3,1976,9,12760,Mitchel,1Story,Plywood,170000
5,1687,2.0,572.0,747.0,1687,1948,1,1950,7,57200,Timber,1Story,Wd Sdng,160000
7,1346,3.0,660.0,1336.0,1346,2008,2,2008,6,11896,Timber,1Story,VinylSd,220000
7,1214,2.0,520.0,1214.0,1214,2009,2,2010,6,9803,Timber,1Story,VinylSd,179781
5,1444,2.0,400.0,384.0,744,2006,2,2007,7,9802,Timber,2Story,VinylSd,174000
8,1968,3.0,680.0,774.0,774,2009,2,2010,8,12003,Timber,2Story,VinylSd,269500
7,1894,2.0,510.0,817.0,824,2002,2,2003,8,11316,Timber,2Story,VinylSd,214900
8,1908,2.0,431.0,967.0,993,2002,2,2002,9,14191,Timber,2Story,VinylSd,202900
9,2018,3.0,746.0,2002.0,2018,2008,2,2009,10,13214,Timber,1Story,Stucco,378500
5,1264,2.0,528.0,1068.0,1264,1965,1,1977,7,15300,Mitchel,1Story,Plywood,169000
5,1430,2.0,624.0,1430.0,1430,2004,2,2005,7,10114,Mitchel,1Story,VinylSd,173500
6,1824,0.0,0.0,912.0,912,1971,2,1971,8,9400,Mitchel,2Story,MetalSd,139000
5,1344,2.0,686.0,1344.0,1344,1999,2,1999,7,11875,Mitchel,1Story,VinylSd,166500
4,1092,1.0,286.0,546.0,546,1973,1,1973,6,1974,MeadowV,2Story,CemntBd,83500
5,945,1.0,253.0,945.0,945,1973,1,1973,5,2394,MeadowV,1Story,CemntBd,119500
5,1112,1.0,336.0,536.0,536,1976,1,1976,4,2592,MeadowV,2Story,CemntBd,85000
4,1092,0.0,0.0,546.0,546,1970,1,1970,5,1476,MeadowV,2Story,CemntBd,76000
4,630,0.0,0.0,630.0,630,1972,1,1972,3,1491,MeadowV,SFoyer,CemntBd,75500
4,1092,0.0,0.0,546.0,546,1970,1,1970,5,1900,MeadowV,2Story,CemntBd,88250
4,1092,1.0,286.0,546.0,546,1972,1,1972,5,1890,MeadowV,2Story,CemntBd,85500
5,874,1.0,352.0,864.0,874,1971,1,2004,5,6953,Mitchel,1Story,VinylSd,130000
5,1188,1.0,312.0,1188.0,1188,1962,1,1962,6,26142,Mitchel,1Story,HdBoard,157900
5,833,2.0,495.0,833.0,833,1984,1,1984,5,12887,Mitchel,1Story,VinylSd,149900
5,2432,2.0,616.0,1216.0,1216,1985,4,1986,10,7700,Mitchel,2Story,HdBoard,159000
5,1274,2.0,576.0,624.0,624,1991,1,1991,6,10475,Mitchel,2Story,HdBoard,136000
5,1479,1.0,275.0,864.0,864,1969,2,1969,8,10544,Mitchel,1.5Fin,HdBoard,161000
8,1803,2.0,482.0,1679.0,1803,1994,2,1995,6,9892,Mitchel,1Story,VinylSd,285000
6,1797,2.0,616.0,1152.0,1152,1993,2,1994,7,12961,Mitchel,2Story,VinylSd,231000
6,882,1.0,502.0,882.0,882,1956,1,1956,5,13008,NAmes,1Story,MetalSd,124500
6,1434,2.0,528.0,1434.0,1434,1974,2,1974,7,10200,NAmes,1Story,Plywood,157000
8,2704,2.0,538.0,1952.0,2000,1972,2,1995,9,13860,NAmes,SLvl,Plywood,345000
6,1608,2.0,470.0,945.0,945,1997,2,1997,7,10179,Gilbert,2Story,VinylSd,189500
8,2283,3.0,632.0,1008.0,1008,2003,2,2003,9,11792,Gilbert,2Story,VinylSd,270000
7,1628,2.0,390.0,384.0,958,1996,2,1997,7,8400,Gilbert,SLvl,HdBoard,189000
9,1746,3.0,758.0,1746.0,1746,2006,2,2007,7,14892,Gilbert,1Story,VinylSd,377500
7,1474,2.0,400.0,384.0,804,1995,2,1996,7,8530,Gilbert,SLvl,HdBoard,168500
8,2522,2.0,564.0,2208.0,2522,2004,2,2005,8,7296,StoneBr,1Story,CemntBd,375000
8,1659,2.0,499.0,1501.0,1659,2000,2,2000,5,5664,StoneBr,1Story,CemntBd,278000
8,1478,2.0,495.0,1418.0,1478,1998,2,1998,5,7380,StoneBr,1Story,CemntBd,240000
8,1734,2.0,528.0,1587.0,1734,1995,2,1996,6,8013,StoneBr,1Story,CemntBd,239500
7,1382,2.0,396.0,384.0,751,1998,2,1998,7,8923,Gilbert,SLvl,VinylSd,177500
7,1718,2.0,427.0,832.0,885,1998,2,1998,7,10141,Gilbert,2Story,VinylSd,185000
6,1636,2.0,440.0,952.0,952,1998,2,1999,7,7500,Gilbert,2Story,VinylSd,191000
6,1571,2.0,380.0,799.0,799,1993,2,1994,7,7837,Gilbert,2Story,VinylSd,178000
6,1470,2.0,420.0,680.0,680,1993,2,1993,6,9765,Gilbert,2Story,VinylSd,185000
6,1516,2.0,409.0,707.0,707,1994,2,1995,7,8803,Gilbert,2Story,HdBoard,181316
6,1190,2.0,430.0,1181.0,1190,1993,2,1993,6,7250,Gilbert,1Story,HdBoard,166000
6,1593,2.0,389.0,808.0,808,1992,2,1993,7,9636,Gilbert,2Story,VinylSd,178000
6,1481,2.0,343.0,702.0,702,1994,2,1995,6,8125,Gilbert,2Story,HdBoard,174000
6,1167,2.0,400.0,1158.0,1167,1992,2,1992,6,9248,Gilbert,1Story,HdBoard,173000
7,1983,2.0,490.0,978.0,1005,1999,2,1999,9,10762,Gilbert,2Story,VinylSd,225000
7,1442,2.0,500.0,1424.0,1442,1990,2,1990,5,11851,Gilbert,1Story,HdBoard,180500
8,1360,2.0,565.0,1220.0,1360,1984,1,1984,4,5814,StoneBr,1Story,HdBoard,187500
9,2234,3.0,1166.0,2216.0,2234,2008,2,2009,9,17423,StoneBr,1Story,VinylSd,501837
8,2046,3.0,834.0,2046.0,2046,2008,2,2008,7,11844,StoneBr,1Story,VinylSd,372500
7,1530,2.0,430.0,1530.0,1530,2005,2,2005,7,16158,StoneBr,1Story,VinylSd,260000
5,1934,2.0,567.0,1122.0,946,1977,2,1977,6,11900,Gilbert,2Story,HdBoard,185000
7,2353,2.0,484.0,845.0,1153,1980,2,1980,10,13005,NWAmes,2Story,CemntBd,260000
6,1586,2.0,435.0,1362.0,1586,1979,2,1998,7,17043,NWAmes,1Story,HdBoard,181000
7,1411,2.0,544.0,1386.0,1411,1977,2,1977,6,11900,NWAmes,1Story,Plywood,82500
6,1602,2.0,529.0,1602.0,1602,1977,2,2000,8,16635,NWAmes,1Story,CemntBd,215000
7,2050,2.0,529.0,832.0,1154,1978,2,1978,8,13250,NWAmes,2Story,HdBoard,154000
6,1671,2.0,484.0,1427.0,1671,1978,2,1986,7,10928,NWAmes,1Story,VinylSd,200000
7,2673,2.0,441.0,1043.0,1539,1980,2,1991,9,12388,NWAmes,2Story,Plywood,249000
7,1472,2.0,588.0,1372.0,1472,1980,2,1980,6,14115,NWAmes,SLvl,Plywood,187500
6,1707,2.0,479.0,1140.0,1707,1978,2,1998,7,11088,NWAmes,1Story,HdBoard,184000
8,2524,2.0,542.0,2524.0,2524,1981,2,1981,9,9600,NWAmes,1Story,BrkFace,278000
7,1601,2.0,478.0,1271.0,1601,1978,2,1978,7,11880,NWAmes,1Story,Plywood,157000
7,1370,2.0,479.0,1090.0,1370,1976,2,1976,6,10400,NWAmes,1Story,HdBoard,152000
5,1868,2.0,484.0,780.0,1088,1976,2,1976,9,10304,NWAmes,2Story,Plywood,197500
7,1884,2.0,581.0,926.0,1016,2003,2,2003,7,7000,Somerst,2Story,CemntBd,240900
8,1935,2.0,552.0,832.0,832,2009,2,2009,8,8004,Somerst,2Story,VinylSd,263435
8,1874,2.0,588.0,1058.0,1058,2000,2,2001,7,7500,Somerst,2Story,VinylSd,220000
8,1811,2.0,565.0,972.0,972,2002,2,2002,7,8470,Somerst,2Story,VinylSd,235000
5,1621,2.0,478.0,1621.0,1621,1975,2,1975,7,9373,NWAmes,1Story,HdBoard,213000
6,1116,2.0,528.0,1116.0,1116,1974,2,1974,6,10140,NWAmes,1Story,Plywood,167900
7,1193,2.0,506.0,1176.0,1193,1975,2,1975,5,11050,NWAmes,1Story,Plywood,158000
6,1350,2.0,478.0,1064.0,1350,1974,2,1974,7,10140,NWAmes,1Story,HdBoard,165000
6,2119,2.0,583.0,689.0,1378,1972,2,1972,7,10448,NWAmes,SLvl,HdBoard,158000
5,1792,0.0,0.0,896.0,896,1974,2,1974,8,9000,NAmes,2Story,VinylSd,136000
5,1002,2.0,902.0,1002.0,1002,1970,1,1970,5,8750,NAmes,1Story,MetalSd,148500
6,1026,2.0,440.0,1026.0,1026,1969,1,2005,5,7930,NAmes,1Story,Plywood,156000
5,1180,2.0,477.0,1180.0,1180,1970,1,1970,6,7830,NAmes,1Story,HdBoard,128000
5,1050,1.0,336.0,1043.0,1050,1971,1,1971,6,8510,NAmes,1Story,Plywood,143000
4,864,2.0,576.0,864.0,864,1970,1,1970,5,7038,NAmes,1Story,VinylSd,76500
4,864,2.0,660.0,864.0,864,1970,1,1970,5,6960,NAmes,1Story,HdBoard,120500
4,864,2.0,463.0,864.0,864,1970,1,1970,5,8120,NAmes,1Story,MetalSd,124500
4,864,2.0,576.0,864.0,864,1971,1,1971,4,10500,NAmes,1Story,HdBoard,97000
4,864,2.0,576.0,864.0,864,1971,1,2006,5,9000,NAmes,1Story,VinylSd,130000
6,987,1.0,264.0,483.0,483,1973,1,1973,5,1680,BrDale,2Story,HdBoard,111000
5,1365,2.0,440.0,765.0,765,1970,1,1970,7,2368,BrDale,2Story,HdBoard,125000
5,1302,1.0,280.0,630.0,630,1971,2,1971,6,1680,BrDale,2Story,HdBoard,112000
6,987,1.0,288.0,483.0,483,1972,1,1972,5,1680,BrDale,2Story,HdBoard,97000
6,987,1.0,264.0,483.0,483,1972,1,2007,5,1680,BrDale,2Story,HdBoard,118000
5,1302,1.0,264.0,630.0,630,1972,2,1972,6,1680,BrDale,2Story,CemntBd,119500
6,958,2.0,440.0,958.0,958,1976,2,1976,5,4928,NPkVill,1Story,Plywood,143750
6,1548,2.0,440.0,804.0,804,1976,2,1976,7,2308,NPkVill,2Story,Plywood,146000
6,1456,2.0,440.0,855.0,855,1976,2,1976,7,2280,NPkVill,2Story,Plywood,148500
7,1055,2.0,440.0,1057.0,1055,1975,2,1975,4,2280,NPkVill,1Story,Plywood,123000
6,1322,2.0,440.0,855.0,855,1974,2,1974,6,2308,NPkVill,2Story,Plywood,147000
6,1456,2.0,440.0,855.0,855,1977,2,1977,6,2349,NPkVill,2Story,Plywood,137900
6,1548,2.0,440.0,804.0,804,1978,2,1978,7,2364,NPkVill,2Story,Plywood,147000
6,1441,2.0,440.0,855.0,855,1978,2,1978,7,2289,NPkVill,2Story,Plywood,148500
6,1456,2.0,440.0,855.0,855,1978,2,1978,6,2364,NPkVill,2Story,Plywood,138000
7,836,1.0,345.0,836.0,836,1976,1,1976,5,2104,NPkVill,1Story,Plywood,128500
5,892,1.0,288.0,892.0,892,1967,1,1967,5,7150,NAmes,1Story,HdBoard,100000
5,1120,2.0,656.0,864.0,1120,1966,1,2004,5,10710,NAmes,1Story,HdBoard,148800
10,1718,3.0,786.0,1700.0,1718,2006,2,2007,7,12456,NridgHt,1Story,CemntBd,337500
9,2772,3.0,754.0,1776.0,1794,2007,3,2007,10,14257,NridgHt,2Story,VinylSd,462000
9,3140,3.0,820.0,1926.0,1966,2008,3,2009,11,13518,NridgHt,2Story,VinylSd,485000
10,2402,3.0,672.0,3094.0,2402,2008,2,2008,10,15431,NridgHt,1Story,VinylSd,555000
9,1652,2.0,840.0,1652.0,1652,2006,2,2007,6,13173,NridgHt,1Story,VinylSd,325000
8,1600,3.0,890.0,1566.0,1600,2007,2,2007,7,14230,NridgHt,1Story,VinylSd,256300
8,2042,3.0,1390.0,2042.0,2042,2008,2,2009,8,12704,NridgHt,1Story,VinylSd,253293
9,2690,3.0,864.0,1365.0,1365,2009,2,2009,8,12350,NridgHt,2Story,VinylSd,398800
9,2184,3.0,836.0,1104.0,1130,2008,2,2008,10,11308,NridgHt,2Story,VinylSd,335000
9,2020,3.0,896.0,2020.0,2020,2008,2,2008,7,12350,NridgHt,1Story,VinylSd,404000
10,2020,3.0,900.0,2006.0,2020,2009,2,2009,9,12220,NridgHt,1Story,CemntBd,402861
10,2296,3.0,842.0,1722.0,1728,2008,2,2008,10,13478,NridgHt,2Story,CemntBd,451950
10,2674,3.0,762.0,2630.0,2674,2007,2,2007,8,13693,NridgHt,1Story,VinylSd,610000
9,2822,3.0,1020.0,1734.0,1734,2008,3,2009,12,13891,NridgHt,2Story,VinylSd,582933
9,1736,3.0,834.0,1736.0,1736,2008,2,2008,7,11578,NridgHt,1Story,VinylSd,360000
8,1782,3.0,932.0,1782.0,1782,2004,2,2005,7,16870,NridgHt,1Story,VinylSd,296000
8,2520,3.0,640.0,1508.0,1508,2007,2,2007,10,23303,NridgHt,2Story,VinylSd,409900
8,1717,3.0,908.0,1709.0,1717,2006,2,2006,7,11146,NridgHt,1Story,VinylSd,255500
9,1743,3.0,927.0,1739.0,1743,2008,2,2008,8,10367,NridgHt,1Story,VinylSd,335000
8,1713,3.0,856.0,1713.0,1713,2004,2,2005,7,9591,NridgHt,1Story,VinylSd,274900
9,1531,3.0,700.0,1504.0,1531,2006,2,2006,6,10872,NridgHt,1Story,VinylSd,300000
9,1808,3.0,850.0,1774.0,1808,2008,2,2008,7,13514,NridgHt,1Story,VinylSd,324000
9,2224,3.0,738.0,1462.0,1462,2004,2,2005,10,8834,NridgHt,2Story,VinylSd,350000
8,1836,3.0,862.0,1836.0,1836,2004,2,2005,7,11362,NridgHt,1Story,MetalSd,280000
8,1629,3.0,880.0,3206.0,1629,2003,2,2004,7,10655,NridgHt,1Story,VinylSd,284000
7,1760,2.0,583.0,1760.0,1760,2003,2,2004,8,12878,NridgHt,1Story,VinylSd,269500
7,1502,2.0,644.0,1502.0,1502,2009,2,2009,7,9541,NridgHt,1Story,VinylSd,233170
10,2392,3.0,968.0,2392.0,2392,2003,2,2003,8,13472,NridgHt,1Story,VinylSd,386250
9,2452,3.0,886.0,2452.0,2452,2003,2,2003,10,15274,NridgHt,1Story,VinylSd,445000
8,2400,3.0,730.0,1082.0,1105,2003,3,2004,10,13262,NridgHt,2Story,VinylSd,290000
8,1606,3.0,871.0,1598.0,1606,2006,2,2006,6,9658,NridgHt,1Story,VinylSd,255900
6,1358,2.0,484.0,1358.0,1358,2005,2,2005,6,6904,NridgHt,1Story,VinylSd,213000
6,1306,2.0,624.0,1306.0,1306,2005,2,2005,5,5381,NridgHt,1Story,VinylSd,196000
6,1306,2.0,624.0,1306.0,1306,2005,2,2005,5,5122,NridgHt,1Story,VinylSd,184500
7,1358,2.0,484.0,1350.0,1358,2007,2,2008,6,10307,NridgHt,1Story,VinylSd,212500
7,1314,2.0,626.0,1314.0,1314,2007,2,2008,6,5001,NridgHt,1Story,VinylSd,230000
10,2492,3.0,949.0,2492.0,2492,2004,2,2005,8,14836,NridgHt,1Story,CemntBd,552000
8,2200,3.0,685.0,2200.0,2200,2003,2,2004,8,15262,NridgHt,1Story,VinylSd,382500
9,1884,2.0,649.0,1884.0,1884,2008,2,2009,6,7390,NridgHt,1Story,MetalSd,320000
9,1456,2.0,539.0,1451.0,1456,2008,2,2008,6,6472,NridgHt,1Story,VinylSd,248500
8,1712,3.0,701.0,1712.0,1712,2002,2,2003,8,16770,NridgHt,1Story,VinylSd,286500
8,1324,2.0,550.0,1324.0,1324,2006,2,2006,6,6240,NridgHt,1Story,MetalSd,254000
7,1405,2.0,478.0,1405.0,1405,2003,2,2003,6,3480,NridgHt,1Story,VinylSd,173000
7,1626,2.0,474.0,764.0,764,2003,2,2004,6,2268,NridgHt,2Story,VinylSd,173000
7,1456,2.0,390.0,728.0,728,2005,2,2005,8,10928,Gilbert,2Story,VinylSd,184000
6,1490,2.0,392.0,745.0,745,2005,2,2006,7,8918,Gilbert,2Story,VinylSd,167800
6,1484,2.0,390.0,742.0,742,2005,2,2005,8,12589,Gilbert,2Story,VinylSd,174000
6,1560,2.0,400.0,684.0,684,2005,2,2005,6,11911,Gilbert,2Story,VinylSd,174000
7,1555,3.0,660.0,1373.0,1555,2007,2,2007,7,3684,Blmngtn,1Story,VinylSd,174000
7,1569,3.0,660.0,1386.0,1569,2007,2,2007,7,3635,Blmngtn,1Story,VinylSd,175900
7,1555,2.0,430.0,1373.0,1555,2005,2,2006,7,3182,Blmngtn,1Story,VinylSd,192500
7,1504,2.0,457.0,1346.0,1504,2005,2,2006,7,3182,Blmngtn,1Story,VinylSd,181000
7,1220,2.0,397.0,1220.0,1220,2005,2,2006,5,3182,Blmngtn,1Story,VinylSd,180000
7,1145,2.0,397.0,1145.0,1145,2005,2,2006,5,3182,Blmngtn,1Story,VinylSd,160200
7,1432,2.0,432.0,716.0,716,2004,2,2005,6,7795,Gilbert,2Story,VinylSd,188500
6,2267,2.0,390.0,1010.0,1010,2002,2,2002,8,8068,Gilbert,2Story,VinylSd,200000
7,1374,2.0,400.0,384.0,744,2004,2,2005,6,9434,Gilbert,SLvl,WdShing,170000
7,1630,2.0,436.0,868.0,868,2004,2,2005,7,7984,Gilbert,2Story,VinylSd,189500
8,1419,2.0,527.0,408.0,779,2002,2,2002,7,7750,Gilbert,SLvl,VinylSd,184100
7,1594,2.0,434.0,846.0,846,2004,2,2004,7,10125,Gilbert,2Story,VinylSd,195500
7,1489,2.0,400.0,782.0,806,2003,2,2003,8,8965,Gilbert,2Story,VinylSd,192000
7,1342,2.0,393.0,698.0,698,2003,2,2003,7,8174,Gilbert,2Story,VinylSd,178000
7,1314,2.0,626.0,1314.0,1314,2007,2,2008,6,5063,NridgHt,1Story,VinylSd,207500
7,2256,2.0,554.0,952.0,980,2000,2,2000,8,8795,Gilbert,2Story,VinylSd,236000
8,2004,3.0,644.0,870.0,878,2002,2,2002,8,12891,Gilbert,2Story,VinylSd,257500
6,2054,2.0,390.0,992.0,1022,2000,2,2000,7,12224,Gilbert,2Story,VinylSd,244000
7,1374,2.0,400.0,384.0,744,2004,2,2004,7,9734,Gilbert,SLvl,VinylSd,167000
6,1800,2.0,463.0,982.0,1007,2000,2,2000,7,8123,Gilbert,2Story,VinylSd,179000
6,1514,2.0,394.0,794.0,819,2000,2,2000,7,8433,Gilbert,2Story,VinylSd,190000
7,1430,2.0,400.0,384.0,774,1999,2,2000,7,7750,Gilbert,SLvl,VinylSd,156000
7,2312,3.0,658.0,1177.0,1223,1999,2,1999,8,15896,Gilbert,2Story,VinylSd,245000
6,1675,2.0,502.0,841.0,892,1999,2,1999,7,24682,Gilbert,2Story,VinylSd,181000
7,2060,2.0,390.0,992.0,1022,1999,2,1999,8,8755,Gilbert,2Story,VinylSd,214000
7,1430,2.0,410.0,384.0,774,1999,2,1999,7,7848,Gilbert,SLvl,VinylSd,168000
8,2365,3.0,856.0,1252.0,1268,1999,2,1999,8,9430,NoRidge,2Story,VinylSd,337000
8,2794,3.0,810.0,1462.0,1490,1995,2,1996,9,15138,NoRidge,2Story,VinylSd,403000
8,2687,3.0,810.0,1455.0,1466,2000,2,2000,10,12720,NoRidge,2Story,VinylSd,327000
8,2450,3.0,1069.0,1284.0,1310,1998,2,1998,7,16545,NoRidge,2Story,VinylSd,340000
8,2612,3.0,676.0,1225.0,1276,1998,2,1999,8,12203,NoRidge,2Story,VinylSd,336000
7,2344,3.0,889.0,1264.0,1277,1996,2,1997,7,10208,NoRidge,2Story,VinylSd,265000
8,2063,3.0,815.0,2024.0,2063,1994,2,1995,7,10750,NoRidge,1Story,Wd Sdng,315000
7,2646,3.0,656.0,1347.0,1372,1993,2,1993,9,9900,NoRidge,2Story,HdBoard,260000
7,2061,2.0,647.0,1070.0,1094,1995,2,1996,7,9085,NoRidge,2Story,VinylSd,260000
8,2232,2.0,623.0,1173.0,1215,1993,2,1994,8,11692,NoRidge,2Story,HdBoard,263550
8,2448,3.0,711.0,1629.0,1686,1994,2,2005,8,46589,NoRidge,2Story,VinylSd,402000
7,1850,2.0,467.0,973.0,979,1994,2,1994,7,29959,NoRidge,2Story,HdBoard,248000
8,1468,3.0,898.0,1468.0,1468,2008,2,2009,6,9612,Somerst,1Story,VinylSd,244600
8,1696,3.0,972.0,1696.0,1696,2008,2,2008,7,11194,Somerst,1Story,VinylSd,275000
8,1658,3.0,726.0,1614.0,1658,2008,2,2008,7,10206,Somerst,1Story,VinylSd,257500
8,1578,3.0,840.0,1573.0,1578,2008,2,2009,7,9262,Somerst,1Story,CemntBd,287090
8,1702,3.0,844.0,1702.0,1702,2007,2,2007,7,10130,Somerst,1Story,VinylSd,275500
8,1432,2.0,492.0,1422.0,1432,2006,2,2006,7,9139,Somerst,1Story,VinylSd,245000
7,1971,2.0,689.0,1113.0,1113,2005,2,2005,8,9675,Somerst,2Story,VinylSd,253000
9,2490,3.0,795.0,2458.0,2490,2005,2,2006,9,11128,Somerst,1Story,VinylSd,468000
7,1852,2.0,644.0,900.0,932,2009,2,2009,7,8640,Somerst,2Story,VinylSd,252678
8,1590,2.0,676.0,768.0,786,2008,2,2008,6,9000,Somerst,2Story,VinylSd,210000
6,1218,2.0,676.0,1218.0,1218,2009,2,2009,4,7862,Somerst,1Story,VinylSd,208300
7,1436,2.0,529.0,1436.0,1436,2008,2,2009,6,7993,Somerst,1Story,VinylSd,225000
8,1314,2.0,552.0,1300.0,1314,2009,2,2009,6,8640,Somerst,1Story,CemntBd,229456
7,1402,2.0,625.0,1402.0,1402,2008,2,2008,7,8640,Somerst,1Story,VinylSd,229800
9,1530,3.0,984.0,1530.0,1530,2007,2,2008,7,12606,Somerst,1Story,VinylSd,250000
9,1766,3.0,478.0,1766.0,1766,2009,2,2009,7,9187,Somerst,1Story,CemntBd,370878
8,1448,2.0,692.0,1372.0,1448,2006,2,2007,6,7500,Somerst,1Story,VinylSd,238500
10,2007,3.0,812.0,1017.0,1026,2008,2,2008,10,11003,Somerst,2Story,VinylSd,310000
8,1795,3.0,782.0,900.0,909,2006,2,2006,8,10603,Somerst,2Story,VinylSd,270000
8,1953,3.0,1043.0,1082.0,1082,2005,2,2006,9,10574,Somerst,2Story,VinylSd,252000
7,1550,2.0,438.0,1092.0,1112,2006,2,2007,7,8125,Somerst,2Story,CemntBd,241000
8,1836,2.0,517.0,1836.0,1836,2008,2,2009,8,8125,Somerst,1Story,VinylSd,264500
7,1662,3.0,711.0,1652.0,1662,2006,2,2007,8,10625,Somerst,1Story,VinylSd,291000
7,2094,2.0,615.0,912.0,912,2003,2,2004,8,9375,Somerst,2Story,VinylSd,263000
7,1221,2.0,400.0,1221.0,1221,2004,2,2005,6,7500,Somerst,1Story,VinylSd,185000
